setup,mechanic,hist_n,hist_wr,hist_avg,hist_med,hist_p10_ret,hist_p05_ret,hist_worst_ret,hist_avg_bars,hist_exit_reasons,hist_h1_n,hist_h1_wr,hist_h1_avg,hist_h2_n,hist_h2_wr,hist_h2_avg,recent_n,recent_wr,recent_avg,recent_med,recent_p10_ret,recent_p05_ret,recent_worst_ret,recent_avg_bars,recent_exit_reasons
L2_first,fixed_eod,196,0.7602040816326531,0.0036303295319742,0.0022934871624143,-0.000989478868026,-0.0022869637802525,-0.0082580537807016,44.21938775510204,eod:100.0%,98,0.7755102040816326,0.0050804540114815,98,0.7448979591836735,0.0021802050524669,24,0.7916666666666666,0.0024302722755614,0.0017924300575905,-0.0004784421697773,-0.0005052024465088,-0.0013401418931937,45.708333333333336,eod:100.0%
L2_first,sma9_close_max12,196,0.6224489795918368,0.0004320678070315,0.0003541708236651,-0.0015283935074456,-0.0035531291126804,-0.010218837830299,6.673469387755102,sma9_close:86.7%;eod:7.1%;time:6.1%,98,0.6632653061224489,0.0006818855766986,98,0.5816326530612245,0.0001822500373645,24,0.7083333333333334,0.000897408450757,0.0003653422591501,-0.0004295072234709,-0.0006082103904369,-0.0013401418931937,5.833333333333333,sma9_close:87.5%;eod:12.5%
L2_first,bbmid_close_max12,196,0.6632653061224489,0.0004874724955046,0.0003794518727143,-0.0022845626084315,-0.0038763441466445,-0.0128741518849625,9.03061224489796,bb_mid_close:48.0%;time:41.8%;eod:10.2%,98,0.6530612244897959,0.0009555105734796,98,0.673469387755102,1.94344175297122e-05,24,0.75,0.001126322045105,0.000884137224831,-0.0006919075381638,-0.0012546845420526,-0.003436063308666,7.958333333333333,bb_mid_close:66.7%;time:20.8%;eod:12.5%
L2_first,target15_max12,196,0.7193877551020408,0.000345992611424,0.0013497749999999,-0.0017107330257206,-0.0025503513791851,-0.0076772233262629,7.438775510204081,target_15bp:52.6%;time:36.7%;eod:10.7%,98,0.7244897959183674,0.0004193288734739,98,0.7142857142857143,0.0002726563493741,24,0.75,0.0006096162712026,0.0013497749999999,-0.0005036169477968,-0.0012154252016746,-0.003436063308666,7.125,target_15bp:58.3%;time:25.0%;eod:16.7%
L2_first,target25_max12,196,0.673469387755102,0.0004516610533277,0.0007182017196045,-0.0020837879287384,-0.0035220474220004,-0.0079254112375256,8.846938775510203,time:53.1%;target_25bp:32.7%;eod:14.3%,98,0.6836734693877551,0.0006592873347045,98,0.6632653061224489,0.000244034771951,24,0.7083333333333334,0.0007119128229029,0.0008969965738697,-0.0006919075381638,-0.0012546845420526,-0.003436063308666,9.333333333333334,time:62.5%;target_25bp:20.8%;eod:16.7%
L2_first,resignal_extend5_cap24,196,0.5561224489795918,0.0003500568264331,0.0002667051046599,-0.0019271591165258,-0.0031300678560785,-0.0169170816714184,6.566326530612245,resignal_time:60.2%;time:29.6%;eod:10.2%,98,0.5306122448979592,0.0004333299161723,98,0.5816326530612245,0.0002667837366939,24,0.6666666666666666,0.0011804337926827,0.0008040147909488,-0.0005205762110668,-0.0012179706862461,-0.0013664820750496,6.041666666666667,resignal_time:62.5%;time:25.0%;eod:12.5%
L3_first,fixed_5,137,0.6131386861313869,0.0006518036118751,0.000632656241764,-0.0022052970082916,-0.0028260129362078,-0.0147243061940187,4.759124087591241,time:89.8%;eod:10.2%,71,0.704225352112676,0.0010363042808088,66,0.5151515151515151,0.0002381741043858,14,0.7857142857142857,0.000726764102466,0.0005750454526823,-0.0003794841521552,-0.0010302608014439,-0.0019969851022192,5.0,time:92.9%;eod:7.1%
L3_first,fixed_8,137,0.6715328467153284,0.0010797753294757,0.0008314458234968,-0.0025410888403341,-0.0040636605615828,-0.0169170816714184,7.416058394160584,time:87.6%;eod:12.4%,71,0.704225352112676,0.0016584157094893,66,0.6363636363636364,0.0004572985570368,14,0.7857142857142857,0.0015617696369489,0.0007979241230852,-0.0005131757714212,-0.0007275918418997,-0.0008914490717193,7.785714285714286,time:92.9%;eod:7.1%
L3_first,fixed_12,137,0.6423357664233577,0.0012338617348852,0.0007639077853025,-0.0023637007981018,-0.0045277657977997,-0.0128741518849625,10.83941605839416,time:83.9%;eod:16.1%,71,0.676056338028169,0.0020057705581964,66,0.6060606060606061,0.000403474970414,14,0.7142857142857143,0.0012474698668896,0.0008800080240674,-0.0006698823414946,-0.001703399200331,-0.003436063308666,11.5,time:78.6%;eod:21.4%
L3_first,fixed_18,137,0.6715328467153284,0.0016600612594532,0.0012164057498178,-0.002432532722154,-0.004425733236069,-0.0095849886688632,15.686131386861314,time:77.4%;eod:22.6%,71,0.7605633802816901,0.0023873397549044,66,0.5757575757575758,0.000877685908286,14,0.7142857142857143,0.0014057629490434,0.0011775235139757,-0.0023151862504689,-0.0035256360424705,-0.0042235084745474,16.214285714285715,time:78.6%;eod:21.4%
L3_first,fixed_24,137,0.6934306569343066,0.0020719333699925,0.0015411609715276,-0.0021781628339201,-0.0034470711945296,-0.009160198519845,20.21897810218978,time:73.7%;eod:26.3%,71,0.7605633802816901,0.0027144751733299,66,0.6212121212121212,0.0013807141573114,14,0.7857142857142857,0.0016297523315322,0.0009352340824768,-0.0032751403555034,-0.0045098027251224,-0.005038049775254,20.928571428571427,time:71.4%;eod:28.6%
L3_first,fixed_eod,137,0.8029197080291971,0.0047687634621122,0.0035252808568122,-0.0008065668496469,-0.0011902751716581,-0.0082773005447747,51.37956204379562,eod:100.0%,71,0.8309859154929577,0.0062476706234416,66,0.7727272727272727,0.0031778178794698,14,1.0,0.00258359696035,0.0020446829010823,0.0007392783402189,0.0004254872006299,0.0001638736713018,56.71428571428572,eod:100.0%
L3_first,sma9_close_max12,137,0.708029197080292,0.0009519491460934,0.0007190846384677,-0.0013592048039214,-0.0041923614629562,-0.010218837830299,6.489051094890511,sma9_close:83.9%;eod:10.2%;time:5.8%,71,0.7746478873239436,0.0015017545689072,66,0.6363636363636364,0.0003604917973089,14,0.7857142857142857,0.000812094121631,0.0005322874792141,-0.0001946896137382,-0.0003612033166784,-0.0006257715270316,6.714285714285714,sma9_close:100.0%
L3_first,bbmid_close_max12,137,0.6496350364963503,0.0011129552523033,0.00068602350397,-0.0023637007981018,-0.0045277657977997,-0.0128741518849625,9.262773722627736,bb_mid_close:43.8%;time:42.3%;eod:13.9%,71,0.676056338028169,0.0019646657461155,66,0.6212121212121212,0.0001967212362326,14,0.8571428571428571,0.0012777614553274,0.0014121997614449,-0.0004901362518533,-0.001703399200331,-0.003436063308666,9.357142857142858,bb_mid_close:64.3%;time:21.4%;eod:14.3%
L3_first,target15_max12,137,0.7591240875912408,0.0004851841761682,0.0013497749999999,-0.0014829650093104,-0.0025032373411756,-0.0082773005447747,5.810218978102189,target_15bp:63.5%;time:23.4%;eod:13.1%,71,0.7887323943661971,0.0006215498923603,66,0.7272727272727273,0.000338487723901,14,0.9285714285714286,0.0008468044985306,0.0013497749999999,0.0002846183771455,-0.0010961042716869,-0.003436063308666,7.428571428571429,target_15bp:64.3%;eod:21.4%;time:14.3%
L3_first,target25_max12,137,0.7007299270072993,0.0006668704734767,0.0017452328715579,-0.0021195948038043,-0.0033624504164194,-0.0082773005447747,7.430656934306569,target_25bp:47.4%;time:38.0%;eod:14.6%,71,0.7464788732394366,0.0010122495647129,66,0.6515151515151515,0.0002953262995711,14,0.7857142857142857,0.0008777366822281,0.0011761713120067,-0.0005578153844585,-0.001703399200331,-0.003436063308666,9.5,time:50.0%;target_25bp:28.6%;eod:21.4%
L3_first,resignal_extend5_cap24,137,0.6423357664233577,0.0008608702180166,0.0006678757539111,-0.0023293856873581,-0.0031617828266933,-0.0169170816714184,6.043795620437956,resignal_time:60.6%;time:27.7%;eod:11.7%,71,0.6901408450704225,0.0012818005886246,66,0.5909090909090909,0.0004080511829686,14,0.7142857142857143,0.0011940231094312,0.0006383739573878,-0.0004863816824459,-0.0008199523934037,-0.0013664820750496,6.5,resignal_time:71.4%;time:21.4%;eod:7.1%
L1c,fixed_5,286,0.5524475524475524,0.0002706062286398,0.0001742073056356,-0.001961022816552,-0.0024705163077695,-0.0147243061940187,4.800699300699301,time:87.4%;eod:12.6%,138,0.5652173913043478,0.0003913442263525,148,0.5405405405405406,0.0001580262037455,28,0.5357142857142857,0.0006853763358032,0.0001637169278938,-0.0009442741274026,-0.0012245699207966,-0.0020330988320936,4.428571428571429,time:82.1%;eod:17.9%
L1c,fixed_8,264,0.5984848484848485,0.000499893092027,0.0004086492902324,-0.0020163831326499,-0.0032981850945844,-0.0169170816714184,7.359848484848484,time:83.0%;eod:17.0%,131,0.6259541984732825,0.0007374051907609,133,0.5714285714285714,0.0002659526038004,26,0.5769230769230769,0.0009761242758489,0.0003908939929367,-0.0011750390754836,-0.0014058407926434,-0.001593120022589,7.0,time:80.8%;eod:19.2%
L1c,fixed_12,256,0.640625,0.0007748525988724,0.000655537279659,-0.0022661748788316,-0.0038899027694712,-0.0200997897849184,10.609375,time:78.1%;eod:21.9%,126,0.6587301587301587,0.0012121334088004,130,0.6230769230769231,0.000351026583096,26,0.6153846153846154,0.0008333710993267,0.0002717059071776,-0.0009756984274773,-0.0012575904843387,-0.0025419250794344,10.23076923076923,time:76.9%;eod:23.1%
L1c,fixed_18,253,0.6837944664031621,0.0012960245591621,0.0009619570883128,-0.0022262389474935,-0.0040565328343444,-0.0129888813807157,15.142292490118576,time:71.5%;eod:28.5%,125,0.728,0.0017832959900789,128,0.640625,0.0008201735524074,26,0.6153846153846154,0.0010439876067879,0.0004489458248982,-0.0013760360963046,-0.0014178307019891,-0.0041044374024152,14.692307692307692,time:73.1%;eod:26.9%
L1c,fixed_24,246,0.6991869918699187,0.0017560237969724,0.0011293511528388,-0.0018537842402144,-0.002884292873214,-0.009160198519845,19.410569105691057,time:65.4%;eod:34.6%,122,0.7213114754098361,0.0024995415954068,124,0.6774193548387096,0.0010244982210933,23,0.5217391304347826,0.0013955235905515,0.0003323905977077,-0.0017878123795787,-0.0023841801143032,-0.0035745051406537,19.73913043478261,time:73.9%;eod:26.1%
L1c,fixed_eod,196,0.7653061224489796,0.0043013783854034,0.0024122475969139,-0.0010386863054701,-0.0018313260802054,-0.0082580537807016,43.72959183673469,eod:100.0%,98,0.7959183673469388,0.0061470865177061,98,0.7346938775510204,0.0024556702531007,19,0.7368421052631579,0.0027827301969553,0.0017554497724314,-0.0006125729117601,-0.0010592820732006,-0.0013401418931937,43.526315789473685,eod:100.0%
L1c,sma9_close_max12,264,0.6742424242424242,0.000349313736641,0.00049799613795,-0.0013061179455146,-0.0023570162171941,-0.0200997897849184,6.193181818181818,sma9_close:83.7%;eod:11.0%;time:5.3%,129,0.7441860465116279,0.0004681130904834,135,0.6074074074074074,0.0002357943540804,27,0.6296296296296297,0.0006357006521873,0.0002027757242051,-0.0007078218634164,-0.0010089080006239,-0.0013401418931937,5.185185185185185,sma9_close:81.5%;eod:18.5%
L1c,bbmid_close_max12,259,0.6872586872586872,0.0004477078427669,0.0005039125330619,-0.0022304264340948,-0.0037807177983783,-0.0200997897849184,8.478764478764479,bb_mid_close:51.0%;time:34.0%;eod:15.1%,127,0.7086614173228346,0.0007180447690239,132,0.6666666666666666,0.0001876109515954,26,0.6538461538461539,0.0007549251597926,0.0006119334376045,-0.0009756984274773,-0.0012575904843387,-0.0025419250794344,8.23076923076923,bb_mid_close:46.2%;time:30.8%;eod:23.1%
L1c,target15_max12,272,0.7426470588235294,0.0004123956750707,0.0013497749999999,-0.0015594804703049,-0.0026785166595283,-0.0080710425555505,6.863970588235294,target_15bp:56.2%;time:31.6%;eod:12.1%,140,0.8,0.0006222733942054,132,0.6818181818181818,0.0001897980941702,26,0.6153846153846154,0.0003090339504686,0.0003253416654485,-0.0009756984274773,-0.0012575904843387,-0.0025419250794344,7.615384615384615,target_15bp:38.5%;time:38.5%;eod:23.1%
L1c,target25_max12,264,0.6856060606060606,0.0005292012415169,0.0008634658420966,-0.0018103948194012,-0.0034657634525034,-0.0122441623716282,8.31439393939394,time:45.1%;target_25bp:37.1%;eod:17.8%,133,0.7368421052631579,0.0007909944585436,131,0.6335877862595419,0.0002634111814821,26,0.6153846153846154,0.0004756053792398,0.0003253416654485,-0.0009756984274773,-0.0012575904843387,-0.0025419250794344,8.961538461538462,time:61.5%;eod:23.1%;target_25bp:15.4%
L1c,resignal_extend5_cap24,263,0.5893536121673004,0.0003996325949809,0.0002646813966764,-0.0016445108707285,-0.0028013380876239,-0.0169170816714184,6.228136882129277,resignal_time:52.1%;time:32.3%;eod:15.6%,131,0.6106870229007634,0.0005000038887586,132,0.5681818181818182,0.0003000216897923,26,0.5384615384615384,0.0008045639475045,0.000106665464002,-0.0009775815624478,-0.0010090793768155,-0.0013401418931937,5.576923076923077,resignal_time:53.8%;time:26.9%;eod:19.2%
L2h,fixed_5,236,0.5466101694915254,0.0002590710426598,0.0001467008524749,-0.0019070629262216,-0.0024539496106418,-0.0147243061940187,4.745762711864407,time:84.3%;eod:15.7%,113,0.5575221238938053,0.0004303981234254,123,0.5365853658536586,0.0001016729928507,21,0.5238095238095238,0.0006128087771747,0.0001280200252504,-0.0009161332143865,-0.0010099362577735,-0.0013401418931937,4.238095238095238,time:76.2%;eod:23.8%
L2h,fixed_8,223,0.6143497757847534,0.0004527302524208,0.0004084868711804,-0.0020023249973821,-0.0033024899699177,-0.0169170816714184,7.228699551569507,time:80.3%;eod:19.7%,108,0.6296296296296297,0.0007048765727451,115,0.6,0.0002159319689858,20,0.6,0.0010227019796112,0.0003366646605428,-0.0009828978108009,-0.0010264465395445,-0.0013401418931937,6.7,time:75.0%;eod:25.0%
L2h,fixed_12,216,0.6296296296296297,0.0007094514808423,0.0006194955782082,-0.0024323100456601,-0.0043784170688034,-0.0128741518849625,10.36574074074074,time:74.5%;eod:25.5%,103,0.6504854368932039,0.0011985574842054,113,0.6106194690265486,0.0002636291945909,20,0.6,0.0007802554357297,7.527194622669597e-05,-0.0010429568213155,-0.0013799267407232,-0.0021358388437831,9.7,time:70.0%;eod:30.0%
L2h,fixed_18,213,0.6713615023474179,0.001255600531995,0.0008955009513893,-0.0022554773076586,-0.0043150270555828,-0.0095849886688632,14.661971830985916,time:68.1%;eod:31.9%,103,0.7281553398058253,0.0018606804315747,110,0.6181818181818182,0.000689025716934,20,0.55,0.000932254520134,0.0003404177893796,-0.0010429568213155,-0.0014798757129442,-0.0041348182882029,13.45,time:65.0%;eod:35.0%
L2h,fixed_24,208,0.6826923076923077,0.0015719733019811,0.0010409215530486,-0.0020042111517564,-0.0029850836313194,-0.009160198519845,18.64903846153846,time:60.1%;eod:39.9%,101,0.7029702970297029,0.0022560652671949,107,0.6635514018691588,0.000926241633882,19,0.5263157894736842,0.0013108503139856,0.0003945483785718,-0.0010759773848576,-0.0015964939466097,-0.0039036624273531,18.157894736842103,time:63.2%;eod:36.8%
L2h,fixed_eod,177,0.7627118644067796,0.0038952121907925,0.0021355125855575,-0.0010726053089637,-0.0020747770445491,-0.0082580537807016,39.87570621468927,eod:100.0%,86,0.7790697674418605,0.0054311908311424,91,0.7472527472527473,0.002443627981231,16,0.75,0.0025826345602483,0.0011609028982728,-0.0004970478278743,-0.0007165584355982,-0.0013401418931937,40.625,eod:100.0%
L2h,sma9_close_max12,222,0.6846846846846847,0.0003354058228554,0.00049799613795,-0.0012788015350957,-0.0031106517460741,-0.0122621042129698,6.243243243243243,sma9_close:82.4%;eod:13.1%;time:4.5%,106,0.7547169811320755,0.0004744702624783,116,0.6206896551724138,0.0002083296969932,21,0.6666666666666666,0.0008196208738939,0.0003772625592968,-0.0005086972830664,-0.0010099362577735,-0.0013401418931937,5.0,sma9_close:76.2%;eod:23.8%
L2h,bbmid_close_max12,219,0.684931506849315,0.0004132919513839,0.0004863137420252,-0.0022828746694833,-0.0043640523603065,-0.0128741518849625,8.429223744292237,bb_mid_close:47.0%;time:34.7%;eod:18.3%,105,0.7142857142857143,0.0007733219859116,114,0.6578947368421053,8.168534063472994e-05,20,0.65,0.0009440442336873,0.0003976901913786,-0.0010429568213155,-0.0013799267407232,-0.0021358388437831,8.4,bb_mid_close:45.0%;eod:30.0%;time:25.0%
L2h,target15_max12,225,0.7333333333333333,0.0004025626312928,0.0013497749999999,-0.0015504119304588,-0.0027363724546523,-0.0080710425555505,6.835555555555556,target_15bp:56.9%;time:28.9%;eod:14.2%,110,0.7909090909090909,0.0006194801512975,115,0.6782608695652174,0.0001950763078099,20,0.65,0.0004272062668837,0.0003253416654485,-0.0005588211805371,-0.0010264465395445,-0.0013401418931937,7.35,target_15bp:40.0%;time:30.0%;eod:30.0%
L2h,target25_max12,221,0.669683257918552,0.0004517634013632,0.0008243960682328,-0.0020073846309903,-0.0035926401368142,-0.0122441623716282,8.361990950226245,time:46.2%;target_25bp:33.0%;eod:20.8%,107,0.719626168224299,0.0006889449356761,114,0.6228070175438597,0.0002291456454729,20,0.6,0.0003821240860644,7.527194622669597e-05,-0.0010429568213155,-0.0013799267407232,-0.0021358388437831,8.4,time:55.0%;eod:30.0%;target_25bp:15.0%
L2h,resignal_extend5_cap24,222,0.5855855855855856,0.0003471917996782,0.000271543964482,-0.0015171209983359,-0.0028209646957785,-0.0169170816714184,6.067567567567568,resignal_time:50.5%;time:31.5%;eod:18.0%,107,0.5981308411214953,0.000472336922066,115,0.5739130434782609,0.0002307524249347,20,0.6,0.000757126271081,0.0001285118232359,-0.0005740940879662,-0.0010264465395445,-0.0013401418931937,5.1,resignal_time:40.0%;time:35.0%;eod:25.0%
L3h,fixed_5,137,0.5693430656934306,0.0003938243303468,0.0003685809679301,-0.0021607854817859,-0.0028559320854381,-0.0147243061940187,4.744525547445256,time:89.8%;eod:10.2%,68,0.6470588235294118,0.0005841302649131,69,0.4927536231884058,0.0002062764528032,14,0.8571428571428571,0.0010944776963392,0.0006548516978502,-1.144767220527808e-05,-0.0002275458912926,-0.0005097169471802,4.714285714285714,time:92.9%;eod:7.1%
L3h,fixed_8,134,0.6119402985074627,0.0006760168771109,0.0005867239557253,-0.0022237649956728,-0.0033569737294214,-0.0169170816714184,7.380597014925373,time:85.8%;eod:14.2%,66,0.6515151515151515,0.0009877488381688,68,0.5735294117647058,0.000373453503143,14,0.8571428571428571,0.0012075653575334,0.0008495767488199,-3.994168998349142e-05,-0.000641892431245,-0.0014277404257934,7.5,time:92.9%;eod:7.1%
L3h,fixed_12,131,0.6335877862595419,0.0009094353865249,0.0007741663002274,-0.002604130637226,-0.0045574853082305,-0.0200997897849184,10.69465648854962,time:79.4%;eod:20.6%,64,0.6875,0.0014212075517053,67,0.582089552238806,0.0004205783929197,14,0.8571428571428571,0.0011084736294338,0.0008317026666045,9.45189461042828e-05,-0.0009297940121003,-0.0025419250794344,11.214285714285714,time:78.6%;eod:21.4%
L3h,fixed_18,130,0.6692307692307692,0.0014790677920774,0.001006304088155,-0.0029979470185824,-0.0046030794541834,-0.0129888813807157,15.26923076923077,time:71.5%;eod:28.5%,64,0.75,0.0019937487095427,66,0.5909090909090909,0.0009799832660505,14,0.7857142857142857,0.0013284982051726,0.0011775235139757,-0.0003480419725613,-0.0017469102193933,-0.0041044374024152,15.928571428571429,time:78.6%;eod:21.4%
L3h,fixed_24,130,0.7076923076923077,0.0020003630022889,0.0013697218713469,-0.0020376668073139,-0.003435284048925,-0.009160198519845,19.407692307692308,time:66.9%;eod:33.1%,64,0.78125,0.0024753580383058,66,0.6363636363636364,0.0015397617552422,13,0.8461538461538461,0.0017822099205217,0.0011427637444632,-0.0002400133588865,-0.0016689943322122,-0.0035745051406537,20.384615384615383,time:69.2%;eod:30.8%
L3h,fixed_eod,119,0.8067226890756303,0.0050881399127049,0.0032617601852364,-0.0008057407952438,-0.0011825174715054,-0.0082773005447747,46.25210084033613,eod:100.0%,59,0.847457627118644,0.006717044851852,60,0.7666666666666667,0.0034863833892103,12,1.0,0.0029723839082881,0.0023218236796077,0.0007393806749376,0.000636868394485,0.0005663560241142,52.333333333333336,eod:100.0%
L3h,sma9_close_max12,133,0.6842105263157895,0.0005049459654451,0.0006678757539111,-0.0012619580214411,-0.0036884520239338,-0.0200997897849184,6.458646616541353,sma9_close:84.2%;eod:10.5%;time:5.3%,65,0.7846153846153846,0.0006615466015126,68,0.5882352941176471,0.0003552541809688,14,0.9285714285714286,0.0008649427350519,0.0006942385764241,0.0001557591441813,1.158573896786752e-05,-0.0002187435111036,5.357142857142857,sma9_close:92.9%;eod:7.1%
L3h,bbmid_close_max12,132,0.6439393939393939,0.0006799617097382,0.0007543305935057,-0.0025915189752197,-0.0045525320564921,-0.0200997897849184,9.12878787878788,bb_mid_close:43.2%;time:41.7%;eod:15.2%,65,0.6923076923076923,0.0011537835341569,67,0.5970149253731343,0.0002202838203768,14,0.9285714285714286,0.0012400835611109,0.0012750751607742,0.0005973163856282,-0.0005215423621277,-0.0025419250794344,9.071428571428571,bb_mid_close:64.3%;time:21.4%;eod:14.3%
L3h,target15_max12,143,0.7482517482517482,0.0004451798173253,0.0013497749999999,-0.0014475394943601,-0.0028013243298666,-0.0082773005447747,5.846153846153846,target_15bp:65.0%;time:23.1%;eod:11.9%,74,0.8108108108108109,0.0006395731644344,69,0.6811594202898551,0.0002366999957879,14,0.9285714285714286,0.0009485777050885,0.0013497749999999,0.0006048173170437,-0.0005215423621277,-0.0025419250794344,7.571428571428571,target_15bp:64.3%;eod:21.4%;time:14.3%
L3h,target25_max12,136,0.6838235294117647,0.0006907179539277,0.0016752194703243,-0.0020291715022519,-0.0034085930982529,-0.0082773005447747,7.625,target_25bp:46.3%;time:38.2%;eod:15.4%,68,0.7647058823529411,0.0010874949395908,68,0.6029411764705882,0.0002939409682647,14,0.8571428571428571,0.0009837387064581,0.0010603316059883,0.0001267004010668,-0.0009297940121003,-0.0025419250794344,9.357142857142858,time:57.1%;eod:21.4%;target_25bp:21.4%
L3h,resignal_extend5_cap24,134,0.5895522388059702,0.0004680814102045,0.0003504324286187,-0.0018282588671275,-0.0030313397512223,-0.0169170816714184,5.925373134328358,resignal_time:58.2%;time:29.9%;eod:11.9%,66,0.6515151515151515,0.0005305755461718,68,0.5294117647058824,0.0004074253370598,14,0.7857142857142857,0.0011286185964692,0.0007181802025557,-0.0004863816824459,-0.0005301757897615,-0.0005385489217861,5.5,time:50.0%;resignal_time:42.9%;eod:7.1%
