recipe,combo,k,n_syms,syms,coverage,mean_n,mean_wr,mean_avg,mean_delta,min_n,min_wr,min_avg,sum_score,detail,kind
L3_rsi35,1d_bb_mid+1h_candle_up,2,2,"QQQ,SPY",2/4,13.0,0.8846153846153846,0.0018935955200509499,0.0003506216888189,13,0.7692307692307693,0.0014345917545631,0.018524886299606233,QQQ n=13 WR=77% avg=+0.235% Δ=+0.035% | SPY n=13 WR=100% avg=+0.143% Δ=+0.035%,pair
L2_hvol,15m_bb_mid+15m_candle_dn,2,2,"IWM,SPY",2/4,18.0,0.69375,0.0018142375240245501,0.00056471232971615,16,0.6875,0.001779054658746,0.018332156015534715,IWM n=16 WR=69% avg=+0.185% Δ=+0.053% | SPY n=20 WR=70% avg=+0.178% Δ=+0.060%,pair
L3_rsi35,1h_bb_mid+30m_candle_dn,2,2,"DIA,QQQ",2/4,13.0,0.7261904761904762,0.0020755267376109,0.00046032379934705004,12,0.6666666666666666,0.0018637609882959,0.018209981905772547,DIA n=14 WR=79% avg=+0.186% Δ=+0.064% | QQQ n=12 WR=67% avg=+0.229% Δ=+0.028%,pair
L3_rsi35,15m_candle_dn+30m_candle_dn,2,2,"DIA,SPY",2/4,13.0,0.8928571428571428,0.0018316752707024499,0.00067842696411475,12,0.7857142857142857,0.0015105683906718,0.018205537763946237,DIA n=14 WR=79% avg=+0.215% Δ=+0.093% | SPY n=12 WR=100% avg=+0.151% Δ=+0.043%,pair
L1_prior_up,1h_below_sma9,1,2,"DIA,SPY",2/4,13.5,0.8583333333333334,0.00181426428478195,0.0008593023648624501,12,0.8,0.0015379434704548,0.018073264306139404,DIA n=15 WR=80% avg=+0.209% Δ=+0.120% | SPY n=12 WR=92% avg=+0.154% Δ=+0.052%,single
L1_prior_up,1h_bb_mid+1h_below_sma9,2,2,"DIA,SPY",2/4,13.5,0.8583333333333334,0.00181426428478195,0.0008593023648624501,12,0.8,0.0015379434704548,0.018073264306139404,DIA n=15 WR=80% avg=+0.209% Δ=+0.120% | SPY n=12 WR=92% avg=+0.154% Δ=+0.052%,pair
L1_prior_up,1h_below_sma9+1h_rsi_mid,2,2,"DIA,SPY",2/4,13.5,0.8583333333333334,0.00181426428478195,0.0008593023648624501,12,0.8,0.0015379434704548,0.018073264306139404,DIA n=15 WR=80% avg=+0.209% Δ=+0.120% | SPY n=12 WR=92% avg=+0.154% Δ=+0.052%,pair
L1_prior_up,1d_candle_up+1h_candle_dn,2,2,"DIA,QQQ",2/4,17.0,0.7575757575757576,0.001736895736359,0.0009028937214136001,12,0.6818181818181818,0.0016227925790935,0.01754489172537231,DIA n=22 WR=68% avg=+0.162% Δ=+0.073% | QQQ n=12 WR=83% avg=+0.185% Δ=+0.107%,pair
L2_hvol,15m_candle_dn+1d_rsi_mid,2,2,"DIA,IWM",2/4,24.0,0.6833333333333333,0.0015715861242345,0.00031958968776901183,18,0.6666666666666666,0.0012098114825191,0.017521340028236077,DIA n=30 WR=70% avg=+0.121% Δ=+0.003% | IWM n=18 WR=67% avg=+0.193% Δ=+0.061%,pair
L2_hvol,15m_candle_dn+1w_candle_dn,2,2,"DIA,IWM",2/4,24.0,0.6833333333333333,0.0015715861242345,0.00031958968776901183,18,0.6666666666666666,0.0012098114825191,0.017521340028236077,DIA n=30 WR=70% avg=+0.121% Δ=+0.003% | IWM n=18 WR=67% avg=+0.193% Δ=+0.061%,pair
L2_hvol,1d_rsi_mid+1h_candle_dn,2,2,"DIA,IWM",2/4,16.0,0.6761133603238867,0.0018411687336255499,0.00058917229716005,13,0.6153846153846154,0.0017830969505553,0.017410178593581925,DIA n=19 WR=74% avg=+0.190% Δ=+0.072% | IWM n=13 WR=62% avg=+0.178% Δ=+0.046%,pair
L2_hvol,1h_candle_dn+1w_bb_mid,2,2,"DIA,IWM",2/4,16.0,0.6761133603238867,0.0018411687336255499,0.00058917229716005,13,0.6153846153846154,0.0017830969505553,0.017410178593581925,DIA n=19 WR=74% avg=+0.190% Δ=+0.072% | IWM n=13 WR=62% avg=+0.178% Δ=+0.046%,pair
L2_hvol,1h_candle_dn+1w_candle_dn,2,2,"DIA,IWM",2/4,16.0,0.6761133603238867,0.0018411687336255499,0.00058917229716005,13,0.6153846153846154,0.0017830969505553,0.017410178593581925,DIA n=19 WR=74% avg=+0.190% Δ=+0.072% | IWM n=13 WR=62% avg=+0.178% Δ=+0.046%,pair
L2_hvol,1h_candle_dn+1w_rsi_hi,2,2,"DIA,IWM",2/4,16.0,0.6761133603238867,0.0018411687336255499,0.00058917229716005,13,0.6153846153846154,0.0017830969505553,0.017410178593581925,DIA n=19 WR=74% avg=+0.190% Δ=+0.072% | IWM n=13 WR=62% avg=+0.178% Δ=+0.046%,pair
L2_hvol,1h_candle_dn+30m_bb_mid,2,2,"DIA,IWM",2/4,16.0,0.6761133603238867,0.0018411687336255499,0.00058917229716005,13,0.6153846153846154,0.0017830969505553,0.017410178593581925,DIA n=19 WR=74% avg=+0.190% Δ=+0.072% | IWM n=13 WR=62% avg=+0.178% Δ=+0.046%,pair
L2_hvol,1h_rsi_mid+1w_rsi_hi,2,2,"DIA,SPY",2/4,23.5,0.7413419913419914,0.00150263483034305,0.0003216444886193,14,0.696969696969697,0.0013609045957519,0.017268222628720114,DIA n=33 WR=70% avg=+0.136% Δ=+0.018% | SPY n=14 WR=79% avg=+0.164% Δ=+0.047%,pair
L2_hvol,15m_bb_mid+30m_candle_up,2,2,"IWM,SPY",2/4,18.0,0.6625,0.00175017121750025,0.0005006460231918,16,0.625,0.0014630441673586,0.01701936111390473,IWM n=16 WR=62% avg=+0.204% Δ=+0.072% | SPY n=20 WR=70% avg=+0.146% Δ=+0.028%,pair
L2_hvol,15m_below_sma9+30m_candle_dn,2,2,"DIA,QQQ",2/4,14.5,0.7214285714285715,0.00178710658199795,0.00082920329192305,14,0.6428571428571429,0.0017676927797103,0.01662512420924629,DIA n=15 WR=80% avg=+0.177% Δ=+0.058% | QQQ n=14 WR=64% avg=+0.181% Δ=+0.107%,pair
raw_bb_dn,1d_candle_dn+1w_rsi_hi,2,2,"QQQ,SPY",2/4,37.5,0.6142857142857143,0.00121380204910985,0.00052715579688855,35,0.6,0.0009654530507401,0.016618259058351993,QQQ n=40 WR=60% avg=+0.146% Δ=+0.062% | SPY n=35 WR=63% avg=+0.097% Δ=+0.043%,pair
raw_bb_dn,15m_vwap_dn+1h_below_sma9,2,2,"IWM,QQQ",2/4,23.0,0.6086956521739131,0.0015562137076396,0.00080376848676495,23,0.6086956521739131,0.001519738090769,0.016549142459199008,IWM n=23 WR=61% avg=+0.152% Δ=+0.086% | QQQ n=23 WR=61% avg=+0.159% Δ=+0.075%,pair
L3_rsi35,1w_rsi_hi+30m_candle_dn,2,2,"DIA,SPY",2/4,13.5,0.9,0.0016238769311953,0.00047062862460755,12,0.8,0.0012075851601692,0.01654679778494197,DIA n=15 WR=80% avg=+0.204% Δ=+0.081% | SPY n=12 WR=100% avg=+0.121% Δ=+0.013%,pair
L2_hvol,15m_below_sma9+1h_bb_mid,2,2,"DIA,QQQ",2/4,22.5,0.6845238095238095,0.00146569517431155,0.00050779188423665,21,0.6190476190476191,0.0014078937888124,0.01643422730555686,DIA n=24 WR=75% avg=+0.141% Δ=+0.022% | QQQ n=21 WR=62% avg=+0.152% Δ=+0.079%,pair
L1_prior_up,1d_bb_mid+1h_candle_dn,2,2,"DIA,QQQ",2/4,17.0,0.7575757575757576,0.00161019291681165,0.00077619090186625,12,0.6818181818181818,0.0015975932545298,0.016374461213808356,DIA n=22 WR=68% avg=+0.162% Δ=+0.073% | QQQ n=12 WR=83% avg=+0.160% Δ=+0.082%,pair
L2_hvol,15m_candle_dn+15m_rsi_mid,2,2,"IWM,SPY",2/4,16.0,0.6875,0.0017097976313013002,0.0004602724369929,16,0.6875,0.0015220768047959,0.01624307749736235,IWM n=16 WR=69% avg=+0.190% Δ=+0.058% | SPY n=16 WR=69% avg=+0.152% Δ=+0.034%,pair
L1_prior_up,15m_rsi_mid+1h_rsi_mid,2,2,"DIA,SPY",2/4,28.0,0.7581792318634424,0.0012750308760329,0.0003200689561133884,19,0.6216216216216216,0.0009821946583716,0.016232954565331463,DIA n=37 WR=62% avg=+0.098% Δ=+0.009% | SPY n=19 WR=89% avg=+0.157% Δ=+0.055%,pair
L3_rsi35,15m_below_sma9+15m_candle_dn,2,2,"DIA,SPY",2/4,16.0,0.8235294117647058,0.0015150930462068499,0.0003618447396191828,15,0.6470588235294118,0.0013193893405051,0.016178809901462376,DIA n=17 WR=65% avg=+0.132% Δ=+0.009% | SPY n=15 WR=100% avg=+0.171% Δ=+0.063%,pair
raw_bb_dn,1w_above_sma9+30m_vwap_dn,2,2,"IWM,QQQ",2/4,22.0,0.6138716356107661,0.0015504677677152501,0.00079802254684065,21,0.6086956521739131,0.001357529837128,0.016158540095881392,IWM n=23 WR=61% avg=+0.136% Δ=+0.069% | QQQ n=21 WR=62% avg=+0.174% Δ=+0.090%,pair
raw_bb_dn,1w_rsi_hi+30m_vwap_dn,2,2,"IWM,QQQ",2/4,22.0,0.6138716356107661,0.0015504677677152501,0.00079802254684065,21,0.6086956521739131,0.001357529837128,0.016158540095881392,IWM n=23 WR=61% avg=+0.136% Δ=+0.069% | QQQ n=21 WR=62% avg=+0.174% Δ=+0.090%,pair
L2_hvol,15m_below_sma9+1w_rsi_hi,2,2,"DIA,QQQ",2/4,21.0,0.6778846153846154,0.0015601834259686,0.0006022801358937015,16,0.625,0.0011911892145366,0.01615686496744533,DIA n=26 WR=73% avg=+0.119% Δ=+0.001% | QQQ n=16 WR=62% avg=+0.193% Δ=+0.120%,pair
L1_prior_up,15m_below_sma9+1w_above_sma9,2,2,"DIA,QQQ",2/4,28.0,0.6442687747035574,0.00136669267243445,0.0005326906574891524,23,0.6363636363636364,0.0009594818620029,0.016065351056180857,DIA n=33 WR=64% avg=+0.096% Δ=+0.007% | QQQ n=23 WR=65% avg=+0.177% Δ=+0.100%,pair
L2_hvol,1d_bb_mid+30m_candle_dn,2,2,"DIA,QQQ",2/4,20.5,0.7309523809523809,0.001417506129513,0.00045960283943809996,20,0.7,0.0009446112247612,0.01600107790912677,DIA n=21 WR=76% avg=+0.189% Δ=+0.071% | QQQ n=20 WR=70% avg=+0.094% Δ=+0.021%,pair
L2_hvol,15m_rsi_mid+30m_candle_up,2,2,"IWM,SPY",2/4,14.0,0.6846153846153846,0.0018054914246099498,0.0005559662303015499,13,0.6,0.0017836137720187,0.015961243460624306,IWM n=15 WR=60% avg=+0.178% Δ=+0.046% | SPY n=13 WR=77% avg=+0.183% Δ=+0.065%,pair
L2_hvol,1w_above_sma9+30m_candle_dn,2,2,"DIA,QQQ",2/4,19.0,0.7044817927170868,0.0014757448018147,0.0005178415117398,17,0.6470588235294118,0.0010610885693646,0.015950121821126026,DIA n=21 WR=76% avg=+0.189% Δ=+0.071% | QQQ n=17 WR=65% avg=+0.106% Δ=+0.033%,pair
L1_prior_up,1d_rsi_mid+1h_bb_mid,2,2,"DIA,SPY",2/4,30.5,0.6861111111111111,0.0013493369090701,0.00039437498915057944,16,0.6222222222222222,0.0009682299960212,0.015941147010086105,DIA n=45 WR=62% avg=+0.097% Δ=+0.008% | SPY n=16 WR=75% avg=+0.173% Δ=+0.071%,pair
L1_prior_up,15m_below_sma9+1h_bb_mid,2,2,"DIA,QQQ",2/4,29.5,0.6261520737327189,0.00130296225528335,0.000468960240338,28,0.6071428571428571,0.0011123042838595,0.015842337431994563,DIA n=31 WR=65% avg=+0.111% Δ=+0.022% | QQQ n=28 WR=61% avg=+0.149% Δ=+0.072%,pair
L2_hvol,15m_below_sma9+1w_above_sma9,2,2,"DIA,QQQ",2/4,22.0,0.670940170940171,0.00147864108530245,0.0005207377952275515,18,0.6111111111111112,0.0011911892145366,0.015801007635420562,DIA n=26 WR=73% avg=+0.119% Δ=+0.001% | QQQ n=18 WR=61% avg=+0.177% Δ=+0.103%,pair
L1_prior_up,1d_rsi_mid+30m_bb_mid,2,2,"DIA,SPY",2/4,33.0,0.685,0.0013161714317987,0.00036120951187920865,16,0.62,0.0009018990414784,0.01579489510615527,DIA n=50 WR=62% avg=+0.090% Δ=+0.001% | SPY n=16 WR=75% avg=+0.173% Δ=+0.071%,pair
L1_prior_up,1h_rsi_mid+1w_rsi_hi,2,2,"DIA,SPY",2/4,28.0,0.7048780487804878,0.00134662255814895,0.0003916606382294,15,0.6097560975609756,0.0010583366174583,0.015752006100780463,DIA n=41 WR=61% avg=+0.106% Δ=+0.017% | SPY n=15 WR=80% avg=+0.163% Δ=+0.062%,pair
L1_prior_up,15m_below_sma9+1d_above_sma9,2,2,"DIA,QQQ",2/4,26.5,0.6431818181818182,0.0014013997928082,0.0005673977778629023,20,0.6363636363636364,0.0009594818620029,0.015743515843604138,DIA n=33 WR=64% avg=+0.096% Δ=+0.007% | QQQ n=20 WR=65% avg=+0.184% Δ=+0.107%,pair
L3_rsi35,15m_candle_dn+1w_rsi_hi,2,2,"DIA,SPY",2/4,17.0,0.7948717948717949,0.0015065029238169,0.00035325461722921934,13,0.6666666666666666,0.0013075012231188,0.015741248566958053,DIA n=21 WR=67% avg=+0.131% Δ=+0.008% | SPY n=13 WR=92% avg=+0.171% Δ=+0.062%,pair
L1_prior_up,1d_rsi_mid+1w_above_sma9,2,2,"DIA,SPY",2/4,31.0,0.6433333333333333,0.0015192718062625502,0.000564309886343,12,0.62,0.0008904100109302,0.015733266107722153,DIA n=50 WR=62% avg=+0.089% Δ=+0.000% | SPY n=12 WR=67% avg=+0.215% Δ=+0.113%,pair
L2_hvol,30m_candle_dn,1,2,"DIA,QQQ",2/4,21.0,0.7142857142857142,0.0013938869386081,0.0004359836485332,21,0.6666666666666666,0.0008973728429514,0.015729420932352127,DIA n=21 WR=76% avg=+0.189% Δ=+0.071% | QQQ n=21 WR=67% avg=+0.090% Δ=+0.017%,single
L1_prior_up,1d_rsi_mid+1w_bb_mid,2,2,"DIA,SPY",2/4,33.0,0.685,0.0013104269165246,0.0003554649966051,16,0.62,0.0008904100109302,0.01570390662636448,DIA n=50 WR=62% avg=+0.089% Δ=+0.000% | SPY n=16 WR=75% avg=+0.173% Δ=+0.071%,pair
L1_prior_up,1h_candle_dn,1,2,"DIA,QQQ",2/4,17.5,0.7255244755244755,0.00153893246452495,0.0007049304495796,13,0.6818181818181818,0.0014550723499564,0.015654307623194315,DIA n=22 WR=68% avg=+0.162% Δ=+0.073% | QQQ n=13 WR=77% avg=+0.146% Δ=+0.068%,single
L1_prior_up,1h_bb_mid+1h_candle_dn,2,2,"DIA,QQQ",2/4,17.5,0.7255244755244755,0.00153893246452495,0.0007049304495796,13,0.6818181818181818,0.0014550723499564,0.015654307623194315,DIA n=22 WR=68% avg=+0.162% Δ=+0.073% | QQQ n=13 WR=77% avg=+0.146% Δ=+0.068%,pair
L2_hvol,1d_candle_up+1w_above_sma9,2,2,"DIA,QQQ",2/4,27.0,0.7128205128205127,0.0012957907479283,0.0003378874578534,15,0.6923076923076923,0.0011834615838809,0.015538144072668741,DIA n=39 WR=69% avg=+0.118% Δ=+0.000% | QQQ n=15 WR=73% avg=+0.141% Δ=+0.068%,pair
L2_hvol,1d_above_sma9+1d_candle_up,2,2,"DIA,QQQ",2/4,27.0,0.7128205128205127,0.00129117694565925,0.00033327365558435,15,0.6923076923076923,0.0011834615838809,0.01549406676360362,DIA n=39 WR=69% avg=+0.118% Δ=+0.000% | QQQ n=15 WR=73% avg=+0.140% Δ=+0.067%,pair
L1_prior_up,1d_above_sma9+1d_candle_up,2,2,"DIA,QQQ",2/4,35.5,0.6671428571428571,0.0011948252968902,0.00036082328194485,21,0.62,0.0008904100109302,0.015394295997886113,DIA n=50 WR=62% avg=+0.089% Δ=+0.000% | QQQ n=21 WR=71% avg=+0.150% Δ=+0.072%,pair
L2_hvol,1d_candle_up+1h_bb_mid,2,2,"DIA,QQQ",2/4,26.0,0.6957983193277311,0.001283301797443,0.0003253985073681213,17,0.6857142857142857,0.0012410724388418,0.015296365324986003,DIA n=35 WR=69% avg=+0.124% Δ=+0.006% | QQQ n=17 WR=71% avg=+0.133% Δ=+0.059%,pair
L2_hvol,15m_below_sma9+1d_above_sma9,2,2,"DIA,QQQ",2/4,20.0,0.6868131868131868,0.0015086199100036,0.0005507166199287016,14,0.6428571428571429,0.0011911892145366,0.01528408644095074,DIA n=26 WR=73% avg=+0.119% Δ=+0.001% | QQQ n=14 WR=64% avg=+0.183% Δ=+0.109%,pair
L2_hvol,1w_rsi_hi+30m_candle_dn,2,2,"DIA,QQQ",2/4,18.0,0.680952380952381,0.00145291663364575,0.00049501334357085,15,0.6,0.0010154322330267,0.015257789463511948,DIA n=21 WR=76% avg=+0.189% Δ=+0.071% | QQQ n=15 WR=60% avg=+0.102% Δ=+0.028%,pair
L1_prior_up,1d_candle_up+30m_candle_dn,2,2,"DIA,QQQ",2/4,22.5,0.6797235023041475,0.0014169287951761,0.00058292678023075,14,0.6451612903225806,0.0012541794011283,0.01517380791926412,DIA n=31 WR=65% avg=+0.125% Δ=+0.036% | QQQ n=14 WR=71% avg=+0.158% Δ=+0.080%,pair
L1_prior_up,1d_candle_up+1h_bb_mid,2,2,"DIA,QQQ",2/4,33.5,0.6520202020202019,0.00119490748003905,0.00036090546509372944,22,0.6222222222222222,0.0009682299960212,0.015169084149620798,DIA n=45 WR=62% avg=+0.097% Δ=+0.008% | QQQ n=22 WR=68% avg=+0.142% Δ=+0.064%,pair
L1_prior_up,1d_bb_mid+1d_candle_up,2,2,"DIA,QQQ",2/4,36.5,0.6578260869565218,0.0011476539120438,0.0003136518970985,23,0.62,0.0008904100109302,0.01510757723458546,DIA n=50 WR=62% avg=+0.089% Δ=+0.000% | QQQ n=23 WR=70% avg=+0.140% Δ=+0.063%,pair
L2_hvol,1h_bb_mid+30m_candle_dn,2,2,"DIA,QQQ",2/4,19.5,0.7184210526315788,0.00139866584261575,0.00044076255254085,19,0.7,0.0009911027892662,0.0150566829038665,DIA n=19 WR=74% avg=+0.181% Δ=+0.062% | QQQ n=20 WR=70% avg=+0.099% Δ=+0.026%,pair
L1_prior_up,1h_candle_dn+1w_above_sma9,2,2,"DIA,QQQ",2/4,17.0,0.7159090909090908,0.0014978214358656,0.0006638194209202,12,0.6818181818181818,0.0013728502926377,0.014940110194427616,DIA n=22 WR=68% avg=+0.162% Δ=+0.073% | QQQ n=12 WR=75% avg=+0.137% Δ=+0.060%,pair
L2_hvol,15m_below_sma9,1,2,"DIA,QQQ",2/4,24.0,0.6608391608391608,0.0013005082816474,0.00034260499157250156,22,0.5909090909090909,0.0011911892145366,0.014689394415774128,DIA n=26 WR=73% avg=+0.119% Δ=+0.001% | QQQ n=22 WR=59% avg=+0.141% Δ=+0.068%,single
L1_prior_up,1d_candle_up+1w_above_sma9,2,2,"DIA,QQQ",2/4,35.0,0.6599999999999999,0.00113785621454845,0.0003038541996031,20,0.62,0.0008904100109302,0.014486000419166877,DIA n=50 WR=62% avg=+0.089% Δ=+0.000% | QQQ n=20 WR=70% avg=+0.139% Δ=+0.061%,pair
L2_hvol,15m_below_sma9+1h_above_sma9,2,2,"IWM,QQQ",2/4,17.0,0.6214285714285714,0.0015646110532333002,0.0005381729105738,14,0.6,0.0014410310619539,0.01446690987601576,IWM n=14 WR=64% avg=+0.144% Δ=+0.012% | QQQ n=20 WR=60% avg=+0.169% Δ=+0.096%,pair
L1_prior_up,1h_candle_dn+30m_bb_mid,2,2,"DIA,QQQ",2/4,17.0,0.7159090909090908,0.0014382794782706499,0.0006042774633253001,12,0.6818181818181818,0.0012537663774478,0.014424461715744791,DIA n=22 WR=68% avg=+0.162% Δ=+0.073% | QQQ n=12 WR=75% avg=+0.125% Δ=+0.048%,pair
L1_prior_up,15m_below_sma9+1w_rsi_hi,2,2,"DIA,QQQ",2/4,26.0,0.6339712918660287,0.0012992695652879,0.00046526755034260233,19,0.631578947368421,0.0009594818620029,0.014347962066804144,DIA n=33 WR=64% avg=+0.096% Δ=+0.007% | QQQ n=19 WR=63% avg=+0.164% Δ=+0.086%,pair
L1_prior_up,15m_below_sma9,1,2,"DIA,QQQ",2/4,31.5,0.6015151515151516,0.00115419540552085,0.00032019339057550236,30,0.5666666666666667,0.0009594818620029,0.014144243755469374,DIA n=33 WR=64% avg=+0.096% Δ=+0.007% | QQQ n=30 WR=57% avg=+0.135% Δ=+0.057%,single
L1_prior_up,15m_bb_mid+1h_candle_dn,2,2,"DIA,QQQ",2/4,17.0,0.717948717948718,0.00142213019349715,0.0005881281785517999,13,0.6666666666666666,0.0013900571463288,0.014135948514854182,DIA n=21 WR=67% avg=+0.145% Δ=+0.056% | QQQ n=13 WR=77% avg=+0.139% Δ=+0.061%,pair
L1_prior_up,1h_bb_mid+30m_candle_dn,2,2,"DIA,QQQ",2/4,26.0,0.6339285714285714,0.0012133889565583002,0.00037938694161300003,24,0.625,0.0011364918453366,0.014066523213528491,DIA n=28 WR=64% avg=+0.129% Δ=+0.040% | QQQ n=24 WR=62% avg=+0.114% Δ=+0.036%,pair
L1_prior_up,1d_bb_mid+30m_candle_dn,2,2,"DIA,QQQ",2/4,28.5,0.630272952853598,0.0011603383404963,0.000326336325551,26,0.6153846153846154,0.0010664972798643,0.014062195505015793,DIA n=31 WR=65% avg=+0.125% Δ=+0.036% | QQQ n=26 WR=62% avg=+0.107% Δ=+0.029%,pair
L1_prior_up,30m_candle_dn,1,2,"DIA,QQQ",2/4,29.0,0.6188769414575865,0.0011397107095128499,0.0003057086945675,27,0.5925925925925926,0.0010252420178974,0.013817216680813177,DIA n=31 WR=65% avg=+0.125% Δ=+0.036% | QQQ n=27 WR=59% avg=+0.103% Δ=+0.025%,single
L1_prior_up,15m_below_sma9+1d_candle_up,2,2,"DIA,QQQ",2/4,24.5,0.6931818181818181,0.00117699190230175,0.00034298988735640237,16,0.6363636363636364,0.0009594818620029,0.013235922968108244,DIA n=33 WR=64% avg=+0.096% Δ=+0.007% | QQQ n=16 WR=75% avg=+0.139% Δ=+0.062%,pair
L1_prior_up,15m_candle_dn+1d_candle_up,2,2,"DIA,QQQ",2/4,27.0,0.6343402225755167,0.0011626989786984,0.00032869696375306863,17,0.6216216216216216,0.0009543498748572,0.01299540341914835,DIA n=37 WR=62% avg=+0.095% Δ=+0.006% | QQQ n=17 WR=65% avg=+0.137% Δ=+0.059%,pair
raw_bb_dn,15m_rsi_hi,1,2,"QQQ,SPY",2/4,15.5,0.64375,0.00124374743280675,0.0005571011805855294,15,0.6,0.0005810390149674,0.01153105516188103,QQQ n=16 WR=69% avg=+0.191% Δ=+0.107% | SPY n=15 WR=60% avg=+0.058% Δ=+0.005%,single
raw_bb_dn,1h_below_sma9+30m_candle_dn,2,2,"DIA,SPY",2/4,28.0,0.6436781609195402,0.0008672462517214999,0.0004095489267037,27,0.6206896551724138,0.0006661711076265,0.010485872560834927,DIA n=29 WR=62% avg=+0.107% Δ=+0.068% | SPY n=27 WR=67% avg=+0.067% Δ=+0.013%,pair
